text,label,type,sub_type,domain,is_valid
拉面面条筋道十足，汤头却寡淡得像白开水加了盐。,0,转折,Normal,美食餐饮,True
这美甲做得也太绝了，现在开个罐头都得找工具，太麻烦了！,1,反讽,Positive_Ironic,生活服务,True
真头疼，私教这么严格，我连刷手机都想着要拉伸！,1,反讽,Positive_Ironic,生活服务,True
电影刚上映时评分不高，口碑发酵后评分飙升到9分以上。,1,转折,Normal,影视娱乐,True
跟爱抬杠的人聊天，没有一句话不让人觉得膈应难受,0,双重否定,Normal,日常社交,True
这景区的热闹值拉满，想找个空地方歇脚都难,0,反讽,Negative_Ironic,出行旅游,True
外卖附送小礼品很可爱，主餐却凉得完全没法入口,0,转折,Normal,生活服务,True
综艺的广告植入硬到硌牙，金主爸爸肯定超满意的！,0,反讽,Negative_Ironic,影视娱乐,True
同事们可真“团结”，加班的活全推给新来的实习生,0,反讽,Negative_Ironic,日常社交,True
敢情您这维修是来拆家的吧，电视没好外壳还碎了角,0,反讽,Negative_Ironic,生活服务,True
这耳机戴半小时就疼，大牌就是不一样呢！,0,反讽,Negative_Ironic,购物消费,True
收到的定制抱枕尺寸错了，不得不说商家太不负责,0,双重否定,Normal,购物消费,True
奶茶店的芋泥波波奶茶芋泥稀得像水,0,简单句,Normal,美食餐饮,True
朋友圈的聚餐照片，没有一条评论不说氛围温馨治愈,1,双重否定,Normal,日常社交,True
商家你心太黑了，这围巾洗五次都不褪色，想换都没理由！,1,反讽,Positive_Ironic,购物消费,True
纵使景区人挤人寸步难行，看到千年银杏时只剩满心惊叹,1,转折,Normal,出行旅游,True
虽然换纱窗价格小贵，但材质坚固还帮我换得严丝合缝,1,转折,Normal,生活服务,True
短视频里的剧推荐全是烂片，太懂我想看啥了吧！,0,反讽,Negative_Ironic,影视娱乐,True
下单的汤粉怕洒，送来时不仅没洒还加了赠的卤蛋,1,转折,Normal,生活服务,True
多亏了景区的高人气，我连个下脚的地方都找不到,0,反讽,Negative_Ironic,出行旅游,True
美容师的肩颈按摩不能不让我浑身放松,1,双重否定,Normal,生活服务,True
选了靠近古镇核心区的客栈，夜间却被巷子里的喧哗声吵醒,0,转折,Normal,出行旅游,True
这个化妆包质量好到烦人，用三年都没开线，想换网红链条款都没借口！,1,反讽,Positive_Ironic,购物消费,True
机场昂贵的餐饮价格不能不让赶飞机的旅客感到肉疼,0,双重否定,Normal,出行旅游,True
不得不说您修东西效率高，修个烤箱把温控器搞坏了,0,反讽,Negative_Ironic,生活服务,True
高铁优先检票真快，我排完队发现已经停止检票了～,0,反讽,Negative_Ironic,出行旅游,True
景区指示牌全是错的，没法不觉得这地方太不专业了。,0,双重否定,Normal,出行旅游,True
景区门票绑定没用套票，没法不觉得商家黑心,0,双重否定,Normal,出行旅游,True
你可太懂时尚了，穿的衣服配色像彩虹成精,0,反讽,Negative_Ironic,日常社交,True
您修家电的水平真牛，洗衣机修完脱水功能彻底罢工了,0,反讽,Negative_Ironic,生活服务,True
过分啊，外卖送这么快，我连敷面膜的时间都被打断了！,1,反讽,Positive_Ironic,生活服务,True
这件外套材质摸起来偏薄，实际保暖效果超出预期,1,转折,Normal,购物消费,True
重映的老片删减太多，整体完整度大打折扣,0,简单句,Normal,影视娱乐,True
新买的复古帆布鞋版型正，上脚巨显腿细,1,简单句,Normal,购物消费,True
快递员真周到，把包裹放垃圾桶旁边，差点当垃圾扔了！,0,反讽,Negative_Ironic,生活服务,True
这部剧的狗血台词没有不让观众吐槽到无力的,0,双重否定,Normal,影视娱乐,True
线下买的面膜过敏，没出现过这么差的使用体验,0,双重否定,Normal,购物消费,True
"这份酸菜鱼真""清淡""，鱼片没味儿不说，汤还跟白水似的。",0,反讽,Negative_Ironic,美食餐饮,True
这碗面卖相普普通通，吃起来却筋道爽口滋味十足。,1,转折,Normal,美食餐饮,True
楼下粤式早茶的点心，没有一样不是精致又美味的,1,双重否定,Normal,美食餐饮,True
这家外卖的漏发餐品不能不让我心生不满,0,双重否定,Normal,生活服务,True
这景点可太有人气了，我被挤得喘不过气都没法停,0,反讽,Negative_Ironic,出行旅游,True
尽管坐错车绕了一大圈，偶遇的漫山花海却成最美惊喜,1,转折,Normal,出行旅游,True
景点里的小吃全是过期的，没法不觉得商家太黑心了。,0,双重否定,Normal,出行旅游,True
想着去鼓浪屿拍文艺大片，结果满街的叫卖声打破所有意境,0,转折,Normal,出行旅游,True
虽说是雨天淋得浑身湿透，古镇的雨景却别有一番韵味,1,转折,Normal,出行旅游,True
商场专柜的护肤品用了两天就开始泛红过敏,0,简单句,Normal,购物消费,True
真羡慕你，永远能“准时”赴约，每次都迟到一小时,0,反讽,Negative_Ironic,日常社交,True
新买的保温杯保温效果远超预期,1,简单句,Normal,购物消费,True
外卖包装看起来简单，餐品却完整不撒还热乎美味。,1,转折,Normal,美食餐饮,True
入住的酒店隔音极差，整晚都被噪音吵醒,0,简单句,Normal,出行旅游,True
外卖配送时间比预计晚，不过餐品热度口感都在线。,1,转折,Normal,美食餐饮,True
纵使转车等了两个多小时，古镇的夜灯却浪漫得不像话,1,转折,Normal,出行旅游,True
这景区可真热闹，挪个脚都得等前面三个人走完。,0,反讽,Negative_Ironic,出行旅游,True
景区里的矿泉水卖20一瓶，不能不觉得商家在坐地起价。,0,双重否定,Normal,出行旅游,True
偶像塌房的综艺片段没有一个粉丝不感到心碎,0,双重否定,Normal,影视娱乐,True
网购的保温杯不保温，热水放两小时就凉了,0,简单句,Normal,购物消费,True
外卖的麻辣烫菜量少得可怜价格还贵,0,简单句,Normal,美食餐饮,True
糟心死了，这美甲做得这么精致，我洗碗都要套三层手套！,1,反讽,Positive_Ironic,生活服务,True
换锁师傅的上门速度不能不让我惊叹,1,双重否定,Normal,生活服务,True
你家的帆布包质量也太离谱，背三年都没脱线，想换时尚款都没借口！,1,反讽,Positive_Ironic,购物消费,True
这款面膜价格比同类贵，用完皮肤水嫩效果很明显。,1,转折,Normal,购物消费,True
这导游业务能力真强，哄着我们买的玉镯比市场价贵三倍。,0,反讽,Negative_Ironic,出行旅游,True
商场的导购员态度热情讲解很耐心,1,简单句,Normal,购物消费,True
外卖小哥能不能慢点儿！我刚泡好的茶都还没凉透呢！,1,反讽,Positive_Ironic,生活服务,True
小组合作完成项目，没有一个同事不说你靠谱极了,1,双重否定,Normal,日常社交,True
这剧的虐心桥段真过分，我眼泪止不住就算了还想二刷！,1,反讽,Positive_Ironic,影视娱乐,True
这部剧坑死我了，昨晚熬到三点，今天上班直打瞌睡！,1,反讽,Positive_Ironic,影视娱乐,True
重庆洪崖洞的夜景灯光不能不让人感到震撼与惊艳,1,双重否定,Normal,出行旅游,True
真讨厌，骑手送这么快，我连追剧的空隙都没留出来！,1,反讽,Positive_Ironic,生活服务,True
航班临时取消，耽误了我预定的景点行程,0,简单句,Normal,出行旅游,True
这部剧的更新断更到离谱，真的是尊重观众时间啊！,0,反讽,Negative_Ironic,影视娱乐,True
古装剧的服化道粗制滥造完全不走心。,0,简单句,Normal,影视娱乐,True
商场的自助机真智能，付个款折腾了半小时,0,反讽,Negative_Ironic,购物消费,True
你组织的读书分享会，没有一个参与者不说收获满满,1,双重否定,Normal,日常社交,True
这款笔记本封面普通，里面纸张厚实书写超顺滑。,1,转折,Normal,购物消费,True
麻辣烫的菜不新鲜，店家怕我上火贴心放蔫菜,0,反讽,Negative_Ironic,美食餐饮,True
钟点工阿姨打扫厨房时遗漏了很多死角,0,简单句,Normal,生活服务,True
真头疼，每次换房间拿东西都要走好多步，累死人！,1,反讽,Positive_Ironic,日常社交,True
这部悬疑剧的剧情紧凑又烧脑，太对我胃口了,1,简单句,Normal,影视娱乐,True
真服了你们客服，问个具体问题永远转人工转半天,0,反讽,Negative_Ironic,生活服务,True
新买的羽绒服钻绒严重，衣服里到处是绒毛,0,简单句,Normal,购物消费,True
这件T恤价格有点小贵，不过面料柔软穿着特别舒服。,1,转折,Normal,购物消费,True
新晋小花的古装扮相美得令人心动。,1,简单句,Normal,影视娱乐,True
美甲师你是要逼死我吗？做得这么精致，我连拖地都不敢碰拖把！,1,反讽,Positive_Ironic,生活服务,True
虽然操作有点慢，但洗衣店把羽绒服洗得洁白如新,1,转折,Normal,生活服务,True
商场导购态度特别热情，奈何推荐的全是高价滞销款,0,转折,Normal,购物消费,True
外卖半小时就送到，餐品还冒着热气,1,简单句,Normal,生活服务,True
结账时没带会员卡，店员还是帮我申请了会员折扣。,1,转折,Normal,购物消费,True
理发前沟通得很顺畅，剪出来的短发却老气了好几岁,0,转折,Normal,生活服务,True
潮汕牛肉火锅的吊龙部位嫩得咬爆汁,1,简单句,Normal,美食餐饮,True
维修师傅修完空调更热，技术太“高超”了！,0,反讽,Negative_Ironic,生活服务,True
这口红涂一次就卡纹，滋润度拉满了呢！,0,反讽,Negative_Ironic,购物消费,True
美容店环境温馨舒适，让人放松又惬意,1,简单句,Normal,生活服务,True
托尼老师真贴心，我要烫大波浪他给我烫了泡面头！,0,反讽,Negative_Ironic,生活服务,True
朋友圈的自拍被人吐槽长得丑心里好委屈,0,简单句,Normal,日常社交,True
火车的盒饭真美味，吃一口我就想拿去喂垃圾桶,0,反讽,Negative_Ironic,出行旅游,True
这私教真讨厌，把我练得这么有精神，连熬夜都没力气了！,1,反讽,Positive_Ironic,生活服务,True
网购时图片颜色失真，到手的实物却比图中还好看,1,转折,Normal,购物消费,True
这行李箱轮子转五年都没坏，我种草的新箱只能干看着！,1,反讽,Positive_Ironic,购物消费,True
线上店铺发错了货，退换还得自己出运费,0,简单句,Normal,购物消费,True
外卖的黄焖鸡米饭鸡肉柴得像木屑,0,简单句,Normal,美食餐饮,True
美甲师做的指甲没有不刮衣服的问题,0,双重否定,Normal,生活服务,True
这家店环境装修超精致，可惜招牌菜的调味咸得发苦。,0,转折,Normal,美食餐饮,True
外卖客服回复及时，处理问题高效又贴心,1,简单句,Normal,生活服务,True
这手机壳用一年都没碎，我买的十款新壳全闲置了！,1,反讽,Positive_Ironic,购物消费,True
商场餐厅环境很舒适，可饭菜价格贵得让人咋舌,0,转折,Normal,购物消费,True
日料店的饭团不得不说没有一个不是米硬饭凉的,0,双重否定,Normal,美食餐饮,True
这景区的“烟火气”够浓，喘气都得跟别人共享空气。,0,反讽,Negative_Ironic,出行旅游,True
现烤的鲜肉月饼，买过的顾客没有不赞外皮酥脆的,1,双重否定,Normal,美食餐饮,True
你可真“细心”，借我的耳机用了一周还断成两截,0,反讽,Negative_Ironic,日常社交,True
这电影的结局烂得猝不及防，真是出乎意料的精彩！,0,反讽,Negative_Ironic,影视娱乐,True
综艺前期略显拘谨，后面嘉宾放开后笑点满天飞。,1,转折,Normal,影视娱乐,True
本来对翻拍剧没期待，结果改编合理又保留原作精髓。,1,转折,Normal,影视娱乐,True
真愁人，你送这么贵的包包，我都不敢背去挤地铁了！,1,反讽,Positive_Ironic,日常社交,True
民宿公共区域布置得温馨又有格调,1,简单句,Normal,出行旅游,True
慢综艺里的田园生活治愈了我的焦虑。,1,简单句,Normal,影视娱乐,True
老板心真黑，做的睡衣这么舒服耐穿，我都没法买新的花裙子了！,1,反讽,Positive_Ironic,购物消费,True
短视频片段超精彩，正片却平淡无奇没任何看点。,0,转折,Normal,影视娱乐,True
线下买的手表做工精致，不能不夸细节处理得很到位,1,双重否定,Normal,购物消费,True
朋友总爽约还找借口，我不能不渐渐疏远这种人,0,双重否定,Normal,日常社交,True
长途飞机餐食太美味，我吃完差点吐出来呢呵呵～,0,反讽,Negative_Ironic,出行旅游,True
草原天空湛蓝云朵洁白，可蚊子多得把胳膊咬得全是包,0,转折,Normal,出行旅游,True
真羡慕你，每次朋友聚餐都能精准踩点晚到半小时,0,反讽,Negative_Ironic,日常社交,True
私教也太严格了吧！明明我都喊累了，还逼着我完成最后一组！,1,反讽,Positive_Ironic,生活服务,True
披萨饼底硬得像板砖，这口感太“独特”了！,0,反讽,Negative_Ironic,美食餐饮,True
超市的水果全是烂的，新鲜度让人惊叹呢！,0,反讽,Negative_Ironic,购物消费,True
热水器维修师傅收了钱却没换原厂配件,0,简单句,Normal,生活服务,True
烤肉店的五花肉没有一片不是烤得外焦里嫩的,1,双重否定,Normal,美食餐饮,True
这份牛排的分量真“合适”，两口吃完还啃面包,0,反讽,Negative_Ironic,美食餐饮,True
真愁人，这礼物精致得我都要放在展示柜里供着！,1,反讽,Positive_Ironic,日常社交,True
面馆的阳春面没有哪个顾客不说寡淡无味没油水的,0,双重否定,Normal,美食餐饮,True
这档音乐综艺的现场live不会不让人循环播放,1,双重否定,Normal,影视娱乐,True
你可太讨厌了，送的钢笔是我种草半年舍不得买的！,1,反讽,Positive_Ironic,日常社交,True
以为古镇住宿会很简陋，结果房间带庭院还能品茶赏月,1,转折,Normal,出行旅游,True
民宿床单有明显污渍没更换太恶心,0,简单句,Normal,出行旅游,True
您家T恤质量真棒，洗一次领口直接松成麻袋,0,反讽,Negative_Ironic,购物消费,True
粥稀得能当镜子照，店家真怕我喝太饱啊,0,反讽,Negative_Ironic,美食餐饮,True
染发颜色选的挺显白，洗一次就掉成土黄色超难看,0,转折,Normal,生活服务,True
维修马桶的师傅手艺没有不让我竖大拇指,1,双重否定,Normal,生活服务,True
黄山的日出景观真的值得早起等待,1,简单句,Normal,出行旅游,True
这男二演得太戳心了，我为他流的泪比喝的水还多！,1,反讽,Positive_Ironic,影视娱乐,True
这位客服可真智能，重复的话说八百遍就是不解决问题,0,反讽,Negative_Ironic,生活服务,True
真讨厌，我加班到深夜你还特意打车来接我,1,反讽,Positive_Ironic,日常社交,True
网购的零食图片看着新鲜，拆开吃却全是受潮的。,0,转折,Normal,购物消费,True
这件毛衣太讨厌了，洗十几次都不起球，想换新款都没理由！,1,反讽,Positive_Ironic,购物消费,True
水果捞配料看似丰富，底下却全是廉价椰果在充数。,0,转折,Normal,美食餐饮,True
怎么会有这么虐的剧，我明明不想哭，眼泪却止不住地掉！,1,反讽,Positive_Ironic,影视娱乐,True
连锁快餐店的奥尔良烤翅多汁入味，超解馋,1,简单句,Normal,美食餐饮,True
这家日料店的三文鱼没有一片不是新鲜肥美的,1,双重否定,Normal,美食餐饮,True
海边度假碰连续雨天，不能不觉得运气太糟糕,0,双重否定,Normal,出行旅游,True
刚收到的行李箱颜值在线容量也够用,1,简单句,Normal,购物消费,True
复兴号高铁准点平稳全程体验舒适,1,简单句,Normal,出行旅游,True
选的海边民宿位置偏僻，却拥有专属沙滩能安静看潮起潮落,1,转折,Normal,出行旅游,True
编剧太狠心了，把角色写得这么虐，我哭到眼睛都肿了！,1,反讽,Positive_Ironic,影视娱乐,True
同事总甩锅给我，我不得不说这日子没法再忍了,0,双重否定,Normal,日常社交,True
这家店位置有点偏僻，但每道菜的味道都让人赞不绝口。,1,转折,Normal,美食餐饮,True
这部剧虐得我肝疼，却忍不住一直看，根本停不下来！,1,反讽,Positive_Ironic,影视娱乐,True
简直离谱，送我这么贵的手表，我平时都舍不得戴出门！,1,反讽,Positive_Ironic,日常社交,True
这件连衣裙颜色显白，可惜走线粗糙到处是线头。,0,转折,Normal,购物消费,True
这剧简直要我命，熬了三个大夜刷完，还想二刷！,1,反讽,Positive_Ironic,影视娱乐,True
科幻片的特效场景制作得太震撼了。,1,简单句,Normal,影视娱乐,True
水乡河道清澈船只悠悠，可岸边垃圾无人清理很碍眼,0,转折,Normal,出行旅游,True
团餐里吃出头发，不得不说这趟旅行的饮食太不卫生。,0,双重否定,Normal,出行旅游,True
维修师傅效率高，约了上午下午才来，修完还坏了！,0,反讽,Negative_Ironic,生活服务,True
真讨厌，聚会这么好玩，我连闹钟都关了要补大觉！,1,反讽,Positive_Ironic,日常社交,True
您家客服的服务真到位，半天了都没说点有用的,0,反讽,Negative_Ironic,生活服务,True
网购的陶瓷餐具包装超严实，不能不说商家确实很用心,1,双重否定,Normal,购物消费,True
烤生蚝不新鲜，腥味真“独特”啊！,0,反讽,Negative_Ironic,美食餐饮,True
公司的下午茶甜点超赞，没有同事不抢着拿第二份的,1,双重否定,Normal,日常社交,True
外卖超时两小时，这“极速配送”真高效！,0,反讽,Negative_Ironic,生活服务,True
这剧的反转真坑人，我连厕所都不敢去，生怕漏看一秒！,1,反讽,Positive_Ironic,影视娱乐,True
之前担心快递会破损，拿到手却包得严丝合缝无损伤,1,转折,Normal,生活服务,True
这个陶瓷碗质量好到过分，摔好几次都没碎，想换网红碗都没借口！,1,反讽,Positive_Ironic,购物消费,True
这甜品的“恰到好处”，我刚尝着味就没了,0,反讽,Negative_Ironic,美食餐饮,True
这位老戏骨的精湛演技不会不让人为之动容叫好,1,双重否定,Normal,影视娱乐,True
担心夏季黄山人满为患，可后山徒步线清净又有野趣,1,转折,Normal,出行旅游,True
全程划水的爱豆舞台不能不说是对观众的不尊重,0,双重否定,Normal,影视娱乐,True
快递员态度恶劣，不得不说很影响购物体验,0,双重否定,Normal,生活服务,True
机场快速安检通道节省了超多时间,1,简单句,Normal,出行旅游,True
商场试穿的高跟鞋鞋跟歪的，做工太粗糙,0,简单句,Normal,购物消费,True
周末和朋友去的露营地，我们不能不夸环境绝了,1,双重否定,Normal,日常社交,True
担心去稻城亚丁会高反，却被景区免费提供的氧气罐救了命,1,转折,Normal,出行旅游,True
快递中途延误了一天，没想到附送了超值赠品补偿,1,转折,Normal,购物消费,True
连锁快餐店的汉堡肉饼干瘪，没一点汁水,0,简单句,Normal,美食餐饮,True
入住的酒店配备免费接送机服务超贴心,1,简单句,Normal,出行旅游,True
原以为能和同事拼奶茶凑单减钱，结果没人愿意一起参加。,0,转折,Normal,日常社交,True
家政师傅装家具麻利，没有不高效快速的操作细节,1,双重否定,Normal,生活服务,True
太过分了，美甲做得这么好看，我连开瓶盖都得求助别人！,1,反讽,Positive_Ironic,生活服务,True
快捷酒店价格很亲民，但房间床垫硬得像石板硌得慌,0,转折,Normal,出行旅游,True
破旧的山间民宿不能不让住客后悔没提前做好攻略,0,双重否定,Normal,出行旅游,True
这双运动鞋穿三年都没开胶，我新鞋都快放霉了！,1,反讽,Positive_Ironic,购物消费,True
商品评论有几条差评，试穿后发现质量做工都很棒。,1,转折,Normal,购物消费,True
特意买了靠窗的高铁票，没想到座位被污渍沾得脏兮兮,0,转折,Normal,出行旅游,True
这份杨枝甘露，不能不让人称赞料足味正超解腻,1,双重否定,Normal,美食餐饮,True
家庭剧里的狗血剧情让我直接弃剧了。,0,简单句,Normal,影视娱乐,True
外卖小哥真聪明，把餐品放别人家门口，我找了一小时！,0,反讽,Negative_Ironic,生活服务,True
虽说雨天赶路裤脚全湿，雨中的徽州古村却别有一番韵味,1,转折,Normal,出行旅游,True
理发师劝我办卡不停，这“关心”太暖心了！,0,反讽,Negative_Ironic,生活服务,True
点的热奶茶颜值很高，就是甜得发腻完全喝不出茶香味。,0,转折,Normal,美食餐饮,True
虽然收费不低，但钟点工把厨房擦得一尘不染,1,转折,Normal,生活服务,True
日式温泉旅馆的私密体验不能不让人感到放松惬意,1,双重否定,Normal,出行旅游,True
网购的短袖洗一次就掉色，领口还变形了,0,简单句,Normal,购物消费,True
约好和朋友去露营，临出发突然下起大雨,0,简单句,Normal,日常社交,True
你们是不想让我歇会儿吗？外卖刚下单就送到，累死人！,1,反讽,Positive_Ironic,生活服务,True
美容项目价格小贵，做完后我的气色却好了不止一点,1,转折,Normal,生活服务,True
同事们可真“互帮互助”，我忙死了没人伸手搭个理,0,反讽,Negative_Ironic,日常社交,True
朋友圈有人发求赞链接，我不能不觉得特别烦,0,双重否定,Normal,日常社交,True
牛排选了七分熟度，端上来却全是带血的生肉部分。,0,转折,Normal,美食餐饮,True
昨晚刷到的美食解说短视频特别下饭。,1,简单句,Normal,影视娱乐,True
预定的车票被无故取消，没法不打乱所有行程计划,0,双重否定,Normal,出行旅游,True
楼下的沙县小吃蒸饺鲜香可口超正宗,1,简单句,Normal,美食餐饮,True
美容店的面膜温和不刺激，我特别喜欢,1,简单句,Normal,生活服务,True
不愧是社交达人，群里永远潜水从不冒头发一句话,0,反讽,Negative_Ironic,日常社交,True
这家外卖的酸菜鱼腥气重完全没入味,0,简单句,Normal,美食餐饮,True
流量明星的抠图演技没有不让观众吐槽到无语的,0,双重否定,Normal,影视娱乐,True
不得不说您维修技术高超，修个燃气灶打火器直接废了,0,反讽,Negative_Ironic,生活服务,True
酒店的免费接送机服务，不能不让人感到省心又暖心。,1,双重否定,Normal,出行旅游,True
这部犯罪片逻辑严谨，每一个细节都很到位,1,简单句,Normal,影视娱乐,True
这美甲做得也太精致了，连洗个碗都得小心翼翼，烦死人啦！,1,反讽,Positive_Ironic,生活服务,True
跟团游临时改行程不通知，不得不说太不靠谱,0,双重否定,Normal,出行旅游,True
你可真有“礼貌”，说话句句扎心还觉得自己特幽默,0,反讽,Negative_Ironic,日常社交,True
刚到陌生的社交场合，就有陌生人主动找我搭话聊天,1,转折,Normal,日常社交,True
外卖骑手迷路绕路，却提前打电话说明还帮我带了水,1,转折,Normal,生活服务,True
外卖的芝士焗红薯香甜绵密，一点都不腻,1,简单句,Normal,美食餐饮,True
油烟机清洗完后还是有很大的油烟味,0,简单句,Normal,生活服务,True
原以为和朋友的约会很愉快，结果全程都在听他吐槽工作。,0,转折,Normal,日常社交,True
餐厅装修风格很朴素，不过菜分量足又好吃还实惠。,1,转折,Normal,美食餐饮,True
真厉害，开会时睡着呼噜声吵得大家都听不清,0,反讽,Negative_Ironic,日常社交,True
这部剧前期被骂节奏慢，后面每个伏笔都有反转超精彩。,1,转折,Normal,影视娱乐,True
火锅店的鲜毛肚脆嫩爽口，烫十秒刚好,1,简单句,Normal,美食餐饮,True
这屋子宽敞得过分，我练瑜伽都要清出好大一块地方！,1,反讽,Positive_Ironic,日常社交,True
你们家客服太专业了，说的话跟没说一样全是官话,0,反讽,Negative_Ironic,生活服务,True
张家界的奇峰异石，没有不令游客惊叹大自然的鬼斧神工。,1,双重否定,Normal,出行旅游,True
商场家居区的香薰蜡烛味道闻着太治愈了,1,简单句,Normal,购物消费,True
真讨厌这部小糊剧，看完我连工作都走神，满脑子都是剧情！,1,反讽,Positive_Ironic,影视娱乐,True
菜单上的菜品图片看着诱人，实际分量只有图里的三分之一。,0,转折,Normal,美食餐饮,True
家政阿姨打扫时打碎我桌上的玻璃水杯,0,简单句,Normal,生活服务,True
小店藏在老巷子里不好找，里面的卤味香得让人忘乎所以。,1,转折,Normal,美食餐饮,True
坐高铁去西安逛兵马俑，结果座位旁的小孩全程哭闹不停,0,转折,Normal,出行旅游,True
家政阿姨真负责，擦完的玻璃还留着密密麻麻的水渍！,0,反讽,Negative_Ironic,生活服务,True
烫的卷发不到三天就几乎变回直发了,0,简单句,Normal,生活服务,True
和伴侣做的手工蛋糕，我们不得不说成品超完美,1,双重否定,Normal,日常社交,True
这款洗衣液外包装朴素，但去污能力比大牌还要强,1,转折,Normal,购物消费,True
五毛特效的玄幻电影并非不让观众出戏到跳戏,0,双重否定,Normal,影视娱乐,True
网红瀑布真壮观，走近一看就是个细细的小水柱子～,0,反讽,Negative_Ironic,出行旅游,True
这冷门剧有毒，我刷完三遍还想刷，根本没法干别的！,1,反讽,Positive_Ironic,影视娱乐,True
虽然家电维修收费偏高，但师傅修完还免费做了清洁,1,转折,Normal,生活服务,True
今天和网友面基，发现对方照骗情况太严重,0,简单句,Normal,日常社交,True
快递本来要次日达，没想到今天一早就送上门了,1,转折,Normal,生活服务,True
美容院的肩颈按摩做得我浑身都放松了,1,简单句,Normal,生活服务,True
订的快捷酒店价格便宜，却意外享受到了免费的升级房服务,1,转折,Normal,出行旅游,True
说好的免费早餐只剩凉粥，不能不觉得这趟旅行太敷衍。,0,双重否定,Normal,出行旅游,True
这件T恤洗两次就起球，果然是高端面料呀！,0,反讽,Negative_Ironic,购物消费,True
民宿的空调真给力，吹了一晚我还是热得直冒汗,0,反讽,Negative_Ironic,出行旅游,True
美甲师太细心，给我涂的指甲油颜色和我选的完全不一样！,0,反讽,Negative_Ironic,生活服务,True
宫斗剧里女主角的智商全程在线。,1,简单句,Normal,影视娱乐,True
你们的客服服务太到位，绕来绕去就是不解决实际问题,0,反讽,Negative_Ironic,生活服务,True
店铺面积不大略显拥挤，可老板厨艺精湛菜香扑鼻。,1,转折,Normal,美食餐饮,True
电影开篇悬念拉满，结局却草率收尾彻底烂尾。,0,转折,Normal,影视娱乐,True
这钢笔用三年都没漏墨，我买的新钢笔都快放干了！,1,反讽,Positive_Ironic,购物消费,True
外卖满减活动力度大，实际餐品的量少得根本吃不饱。,0,转折,Normal,美食餐饮,True
虽然管道疏通花了不少钱，师傅一次性搞定还没异味,1,转折,Normal,生活服务,True
奶茶店的伯牙绝弦茶味醇厚，茶底正宗,1,简单句,Normal,美食餐饮,True
男主的虐心戏演得真好，我跟着他揪心了一整天！,1,反讽,Positive_Ironic,影视娱乐,True
维修师傅报价超预期，却免费帮我更换老化零件,1,转折,Normal,生活服务,True
"老板您可太""实在""，给的牛肉面里牛肉薄得能当窗户纸。",0,反讽,Negative_Ironic,美食餐饮,True
原以为没人陪我吃火锅，结果闺蜜冒雨赶过来跟我碰杯。,1,转折,Normal,日常社交,True
本来想和同事拉近关系，却因一句话说错得罪了人,0,转折,Normal,日常社交,True
你可真是贴心，下雨天让女生淋雨自己撑伞跑了,0,反讽,Negative_Ironic,日常社交,True
同事开会总打断别人，我不得不说真的很反感,0,双重否定,Normal,日常社交,True
"朋友推荐的那盘饺子真""小巧""，三十个下肚我还得找零食填肚子。",0,反讽,Negative_Ironic,美食餐饮,True
这冷门剧到底谁推荐的？我看完又三刷，彻底迷上了！,1,反讽,Positive_Ironic,影视娱乐,True
本来想独自去看画展，结果楼下邻居说她也想去可以作伴。,1,转折,Normal,日常社交,True
网购时怕尺寸不合适，商家免费退换还承担运费。,1,转折,Normal,购物消费,True
这外卖送得也太急了吧，我连餐桌都没来得及收拾好！,1,反讽,Positive_Ironic,生活服务,True
这家粤式早茶的虾饺皇晶莹剔透馅足,1,简单句,Normal,美食餐饮,True
外卖备注明确要少辣，送来的餐品却辣得我直灌凉水,0,转折,Normal,生活服务,True
以为高原酒店会缺氧难受，结果房间配了免费吸氧设备,1,转折,Normal,出行旅游,True
新买的雨伞漏雨，不得不说骨架质量真的不过关,0,双重否定,Normal,购物消费,True
外卖居然准点送到，这简直是本世纪奇迹啊！,1,反讽,Positive_Ironic,生活服务,True
景区的无障碍通道设置，不会不便利行动不便的游客。,1,双重否定,Normal,出行旅游,True
拉面碗看起来很小，面条分量却足够大胃王吃饱。,1,转折,Normal,美食餐饮,True
真讨厌，阳台大得能种半花园，我每天都要花时间浇水！,1,反讽,Positive_Ironic,日常社交,True
古镇的虚假宣传景点，不会不让人觉得被欺骗了感情。,0,双重否定,Normal,出行旅游,True
哪怕盘山公路绕得头晕，山顶的天池澄澈得像块蓝宝石,1,转折,Normal,出行旅游,True
这款气垫颜值超高，可惜上妆两小时就斑驳卡粉了,0,转折,Normal,购物消费,True
“靠谱朋友”就是你，答应帮我带东西转头就忘了,0,反讽,Negative_Ironic,日常社交,True
酒店的隔音真赞，楼上的脚步声像在我房间里跑,0,反讽,Negative_Ironic,出行旅游,True
这条运动裤太讨厌了，洗十次都没褪色，想换束脚潮款都找不到借口！,1,反讽,Positive_Ironic,购物消费,True
海边民宿露台能直接看到满天璀璨的繁星,1,简单句,Normal,出行旅游,True
这景区真无聊，我逛了一下午都舍不得离开,1,反讽,Positive_Ironic,出行旅游,True
虽然家具安装报价不低，但师傅装得稳固还整理了包装,1,转折,Normal,生活服务,True
网购的折叠行李箱自重轻还特别能装东西,1,简单句,Normal,购物消费,True
家政阿姨一开始手生，后来擦的柜子比预期的还干净,1,转折,Normal,生活服务,True
恨死这家店了，这铁锅用五年都没锈，想换都没辙！,1,反讽,Positive_Ironic,购物消费,True
